id,title,genre,desc
15077, Tras Nazarin: Following Nazarin (2015) , documentary ," Following Nazarin belongs to the documentary genre, although it is a creative documentary, in which the knowledge of the director about the film Nazarín -directed by Luis Buńuel in 1959- and Luis Buńuel merge into a trip down memory lane, accompanied by photographs taken by Buńuel in the film scouting and photographs taken during the shooting by Manuel Alvarez Bravo. To filmmakers students Following Nazarín offers important information on how to work one of the greatest filmmakers of all time, references to the Mexican film industry at the time, and other elements related to the process of artistic creation, although this is not a didactic documentary, the poetic force of the Buńuel films is reflected, alive and inspiring."
52176, Ibilanggo si... neneng magtanggol (1977) , drama ," Everything is accidental. Maybe others have a plan which they bumped into and got involved unintentionally. Neneng (Nora Aunor) is an innocent lady who went to Manila to find greener pasture and support her sickly parents in the province. Mang Magtanggol (Nick Romano) is a union leader who was fired by his merciless boss, Mr. Ramon Palanca (Charlie Davao). On her second day of work as nanny for Mr. Palanca's daughter, Neneng was also fired. They met and they were kidnapped together with Mr. Palanca's daughter but they were accused of being the kidnappers. They escaped. They hide. At the end, justice still prevails but then limbs and lives had already been sacrificed."
6423, 72% (2014) , documentary ," Baby mamas, single mothers, deadbeat dads, absent fathers: these polarizing terms are commonplace in today's African-American community. Nearly 72% of black children are born out of wedlock, and most are being raised by single mothers. Why is it that black men continue to neglect their parental responsibilities? Through the perspective of various experts, 72% looks into the reasoning behind the rise of single mothers in the African-American community. The film investigates the effects that colonization and slavery have had on the black family unit, which was once solid and intact. Today's media is inundated with stories of black single mothers, child support cases, and so-called ""welfare queens."" The African-American community at large has clapped back at criticism from Don Lemon, Rush Limbaugh, Fox News reporter Ben Carson, and even Black leaders like Bill Cosby and President Barack Obama. 72% provides a raw and analytical view of the media's portrayal of this phenomenon in regards to African- American households. Single black mothers chime in to tell their stories from their vantage point. Cameras follow one single mother of three as she changes hats from full- time employee to full-time caretaker in order to provide and care for her children on her own. 72% leaves no rock left unturned as it seeks to expose this issue from all perspectives and compel viewers to reconstruct the African American family from the ground up."
30615, Daemon 9 (2013) , horror ," Jack Lawrence was just a normal police officer. Until one day his barely legal daughter was taken by the sorcerer, Keenan cuntmuncher. Now Jack must embark on a quest with the help of his companions, dicky and titty, to save the poon of his beloved daughter before that poon becomes worn out."
4767, Silver Tongues (2011) , drama ," SILVER TONGUES follows a couple, GERRY and JOAN, who use their talent for acting and performance as part of a dark game. Driving from town to town, the two lovers don different personas to deceive and destroy the lives of the people in their path. But each manipulation begins to take its toll. Soon the performances spiral out of control, and the game itself threatens their very relationship."
49801, Agulha no Palheiro (1953) , comedy ," The simple and naive country girl Mariana arrives in Rio de Janeiro from Minas Gerais trying to find her fiancé, José da Silva, with his picture only, and without his phone number or address. She is lodged and welcomed by her simple lower middle class relatives, and sooner they are informed that Mariana is pregnant. The family decides to help her to find José da Silva: her aunt, the kind hearted housewife D. Gisa: her cousins, the bus driver Baiano and the aspirant radio singer Elisa; the family's friend, the street-car driver Eduardo; and their neighbor composer, all of them join Mariana in her almost impossible quest, equivalent to find a needle in a haystack. When the shy Eduardo and the simple Mariana fall in love for each other, José da Silva is finally found. But the winding road of love keeps them together."
43909, Smiling & Dialing (????) , comedy ," A loving satire of the eccentrics who sell theatre subscriptions over the phone. Between acting gigs, (much of the time), JARED (30's, bookish) pays his bills by telemarketing for the Arena Theatre, a Los Angeles non-profit mostly patronized by the blue haired set. Jared grew up in New York City, and hasn't been home to visit his mother in over ten years. Jared asks his boss, the evil CLEAVER, a musical theatre aficionado prone to bursting into song, for time off. Cleaver tells Jared he can have the time off if he wins the weekly sales contest, the biggest one of the year."
9109, Scare Campaign (2016) , horror ," Popular prank TV show, Scare Campaign, has been entertaining audiences for the last 5 years with its mix of old school scares and hidden camera fun. But as we enter a new age of online TV the producers find themselves up against a new hard edged web series which makes their show look decidedly quaint. It's time to up the ante, but will the team go too far this time, and are they about to prank the wrong guy?"
27760, The Anti Bin-Laden (2010) , documentary ," ""The Anti-Bin Laden"" explores the complex mission and ministry of Amr Khaled, an Egyptian businessman who uses a lighter version of traditional Muslim sermons to preach a gospel of economic development to both Middle Eastern and Western audiences."
43994, The Goldsboro Variations (????) , thriller ," A dying physicist struggles to convince the development-obsessed politicos of Goldsboro, North Carolina that the nuclear bomb buried beneath the town since the 1961 Cold War crash of a B-52 bomber is now on the verge of detonation - before it's too late."
30394, Dharla Tar Chavtay (1989) , comedy ," Raja has promised his late parents that he will not marry until his sister Nayan gets married. Due to his promise to his parents he keeps his romance with Ashwini a secret. His sister Nayan falls in love with a man from Raja's office called Mohan and invites him for dinner, however at the same time Raja invites Dr Pralhad Thonge for dinner as he believes the Dr to be a suitable groom for his sister. Little to Raja's knowledge, Ashwini is about to arrive at his house, but due to the promise he made his parents, he asks Mohan to pose as Ashwini's husband. It isn't long before confusion starts between Mohan and Nayan, and everyone starts to realise that Dr. Pralhad isn't who is says he is."
20529, Surviving Evidence (2013) , thriller ," Following on the heels of the film, ""Please, talk with me"", comes: Surviving Evidence. This paranormal thriller is set in the present and seeks to raise as many questions in the viewers' minds as it may answer -- acting as a 'what if' exercise in regard to the relevancy, morality and application of paranormal experience in relation to free will, societal customs and what the future may hold."
15404, How It All Began: Origins of the Healing Tao System (2013) , documentary ," At a time in history when Yoga was practiced in basements and Martial Arts found only in the movies, Taoist Internal Alchemy was not accessible to the western world. This was the time Master Mantak Chia came to America with a dream to share Taoist Wisdom. Early seekers of the Tao found him in a small office in Chinatown, New York City and the Healing Tao system was born and became the bridge between East and West. We traveled the world to interview Master Chia and those early seekers who reveal....""How it All Began."""
49304, Second Best (1994) , drama ," Graham Holt is a lonely middle-aged man who runs a postal substation in a small village in England. He decides to adopt a son. James is the troubled youth he gets with the assistance of social worker Debbie. James has been in an orphanage for years since his mother committed suicide. He adores his outlaw father John, sent to prison not long after the mother's death. Can James learn to love Graham? Can Graham settle for being second best?"
50028, La boda de Quinita Flores (1943) , comedy ," When Quinita's fiancee runs away on their wedding day, her brother takes her on a trip, ending at a thermal station. There she meets Eugenio, who urgently needs to marry. They like each other but he thinks the brothers are wife and husband."
41057, Un crisantemo estalla en cinco esquinas (1998) , drama ," Years after a civil war, Erasmo's must face violence once more: His foster mother was murdered. On his way to find the murderer he makes friends with the Jew Saul."
23137, Stickman (2017) , thriller ," The thing that waits under your bed, hides in the closet, stalks your dreams - is waiting for you. At least Emma Wright knew that at the age of 7 when she was wrongly accused of murdering her sister. Emma knew it was the Stickman. After years of isolation, she finally has her demons under control and is released to live her life again - Those childhood demons put to rest, but the Stickman has other plans for Emma."
26330, Leo a la vida (2017) , documentary ," A group of people are attending the screening of an interview with Leonela Relys, a humble Cuban teacher who created a simple literacy method, Yes, I can, with this method, more than 20 million people have been literate in a bit more than one decade. A didactic and innovative method awarded by UNESCO and which has represented a new hope in the struggle for a literate and cultured world. Leonela words, along with the participation of other characters, are the common thread of this document that goes deep into the problem of illiteracy. Testimony to testimony we are discovering the germ of all the inequalities, discriminations and injustices that hit the world. Because illiteracy is not only that you cannot read or write, it is not only a problema of the Third World: illiteracy, in any of its variants versions, goes with each person, each community, and if we are unable to identify and eradicate it we will contribute to the perpetuation of poverty and exclusion of an important part of the world society. Leo to life is more than a documentary, it is a guide that questions us and invites us to analyze how free we are of illiteracy, especially political illiteracy. In the journey of life, it is like holding a humble oil lamp in the middle of the the deepest darkness. Leo a la vida is a documentary about the Cuban teacher Leonela Relys. She was the inventor of the most innovative literacy method until now, the Yes I Can. Leo's words make us to think about illiteracy and literacy and they are useful as common thread so that the spectator can discover the true evil that is holding back the progress of history towards a better world."
23640, Z milosci (2011) , drama ," Twenty-year history of Ewelina, who along with her husband decides to play a porn film. Orgasm, of which she experiences on the set during filming, the reaction of her husband, Piotr, and experiences of other women in the industry completely reevaluate her life. They are a few months after the wedding, they have a small child and like many young couples, continuing financial troubles. Piotr does not have a permanent job and no idea how to maintain a family. In a conversation with friends he discovers that participation in a porn film is an easy and enjoyable way to quickly earn large sums. Ewelina decided that along with Piotr she will play only once in the film. They go to Warsaw to meet their bold plan, enter shyly in the porn business thresholds, young people run a series of events that permanently change their relationship and shift the moral boundaries. Hard up for cash to raise their baby, a young married couple decide to act in a porn movie-just once-but the experience opens up a Pandora's box of unforeseen emotions and consequences. After getting the unusual idea from friends, timid Ewelina and the somewhat ineffectual Piotr go to Warsaw to dip into the porn industry. The experience of the film shoot puts fresh stress on their relationship, in a film that suggests an ongoing contemporary struggle with personal and moral boundaries."
17410," El man, el superhéroe nacional (2009) ", comedy ," Felipe De Las Aguas is a taxi driver in the capital, which is tired of seeing the injustices that happen around him, for this reason agrees to become ""El Man"", a superhero in the flesh, that with hard work, shrewdness and empirical justice helps others with their only super power: the faith."
33389, Bring the Wing: Long Island Buffalo Wing Festival (2013) , documentary ," Bring The Wing made it up to Bay Shore, NY for the first ever Long Island Buffalo Wing Festival that came complete with mechanical bull, wing eating contests, and judging from a celebrity panel including: Brimstone, Derek Prince (MasterChef), Johnny McLaughlin (Chopped and Crowd Rules), Roger and JP (WBAB) and Erin Colton (Channel 12 News)."
49255, The Olive Harvest (2003) , drama ," Upon his release from an Israeli prison, older brother Mazen ( Mazen Saade ) develops romantic feelings for his childhood friend, Raeda ( Raeda Adun ). However, Raeda is already engaged to Mazen's younger brother Taher ( Taher Najeeb ), their love kept a secret because of the tradition for the eldest brother to wed first. The two brothers become estranged soon after reuniting as they struggle to win over Raeda's heart. Mazen, with his romantic poetry and simple love for the olive groves that provide his community and family with their livelihood, shares in Raeda's dreams to remain in the village and harvest the olives. Taher, on the other hand, prefers to live in the city and ambitiously seeks to contain the growing Jewish settlement of the territories as a member of the Palestinian Legislative Counsel. Although his love for Raeda is strong, Taher's devotion toward this cause leads him to neglect his commitment to her. Unsure of her true feelings, the beautiful Raeda is forced into making a decision by the feuding brothers and by her authoritative father. Each of the three central characters find themselves painfully torn between conflicting choices in this tale of love and loyalty to family, to those that they love, and to the land that they are connected to."
51692, The Baulkham Hills African Ladies Troupe (2016) , documentary ," Four African Australia women, all former refugees and victims of sexual abuse and violence, take on the risky and difficult challenge of creating and performing their stories in a professional theatre production. This documentary charts their journeys over five years, from tentative and painful beginnings through to the eventual triumph of their theatre show in sold-out seasons across Sydney and London. Exploring the public revelations of their families and broader lives, this reveals the ways that these women have been empowered by the experience of speaking out."
24483, Dom s bashenkoy (2012) , drama ," A 8-year-old boy is travelling with his mother towards his grandfather, but their journey is stopped when the young woman dies of typhus in an unknown town, just as poor and in ruins as any other on the way. However, the boy is determined to go on. Eva Neymann's film is a visual journey into a country covered in snow and left poor by war. This is a place of beautiful, deserted landscapes and people overcome by both need and greed. The tranquil black-and-white images created by Lithuanian cameraman Rimmvydas Leipus masterfully evoke the atmosphere of the Second World War's penultimate year in the Soviet Union. The picture was based on motifs drawn from the autobiographical story of the same name by writer and screenwriter Friedrich Gorenstein, who also penned the script for Tarkovsky's Solaris."
21066, Ve'Lakhta Lehe Isha (2004) , drama ," The story takes place in Haifa, Israel, in 1979, during three days before the Shabbat. A young woman trying to raise three children, work from home, and observe the strict Moroccan traditions of her family finds herself at constant odds with her husband and her brothers, who want her to stay married and leave behind the notions of being loved and free."
42602, Method to the Madness of Jerry Lewis (2011) , documentary ," With Jerry Lewis (1926-2017) as executive producer, this is in essence an autobiography. It follows his career chronologically from the 10-year partnership with Dean Martin to Lewis's career as writer, producer, director, and actor in a series of Paramount pictures. The chronology is told through archival clips, comments by family members and Hollywood friends, comments from Lewis himself, and clips of him in a contemporary nightclub appearance. Lewis vows to live longer than George Burns."
51400, Covered Wagon Days (1940) , western ," Stony Brooke, Rusty Joslin and Rico, the Three Mesquiteers, are returning from Mexico and are stopped at the border by Army officials, who are attempting to apprehend smugglers who are buying cheap silver in Mexico and smuggling it into the States, where they can take advantage of a silver stabilizing measure and sell it at a high price. The Army men suspect the Mesquiteers. Don Diego, uncle of Rico and Carlos is being urged by Ransome to sell his mine but refuses. This decision conflicts with the plans of Ransome, who is the brains behind the smugglers, who are using a connection between a Ransome mine - on the Mexican side, to the Juanita mine - on the USA side. Don Diego's plans to reopen his mine lays Ransome open to exposure. Ransome has Don Diego murdered and the blame laid on Carlos. The Mesquiteers, convinced that Ransome is involved in the silver smuggling as well as the murder of Don Diego, set about to prove Carlos' innocence and Ransome's guilt."
12902, Some Body (2001) , drama ," Samantha is a schoolteacher lost in the netherworld of her late 20's - no longer young but not yet middle aged. She leaves her long-time boyfriend, who she's been living with in a ""brother and sister"" relationship for quite some time. Wanting change and searching for an elusive happiness, Samantha strikes out on her own. But she quickly finds the regeneration she seeks can be far from romantic. From the classrooms filled with smiling children, to the crowded bars of Los Angeles, Samantha goes looking for life; its fun, its love, its passion, and its meaning. This is a film about what she found."
1724, L'iceberg (2005) , comedy ," Fiona, Julien and their two clone-like children live a life appropriate to the robots they have become, in a style-less, cheerless suburb somewhere in the flatlands of French-speaking Europe. Even the simple act of buttering and eating a roll takes on the appearance of an assembly line. When Fiona, who manages a fast-food restaurant, accidentally locks herself in the restaurant's walk-in freezer overnight, her family doesn't even miss her. She realizes how pointless her life has become and runs away; to seek happiness, put her life right again and perhaps to visit the icebergs with which she begins an obsession. On a bus trip to nowhere, she becomes friendly with an older lady, Fernande, who offers Fiona a place to stay and diversion in her seaside community. There, Fiona becomes attracted to René, who owns a small sailboat, and has been a deaf-mute since a fire in which his parents died. In time, the pair embark on a sailing voyage, unknowingly pursued by the persistent Julien, who has managed to track Fiona down. When the men squabble and fall overboard, Fiona sets sail for the polar regions with a vengeance, ultimately tearing the bottom out of the boat on - you guessed it - an iceberg! Miraculously, the three castaways are all fished out of the ocean by Lucy, an Inuit girl who operates a commercial fishing boat. The final resolution of the love triangle caps the farcical nature of this unusual film."
51888, Love Shack (2010) , comedy ," A dysfunctional family of adult film stars reunites for a memorial porn shoot following the death of legendary producer Mo Saltzman. Along the way, the film's hapless director must contend with dueling divas, bickering couples, emotionally-scarred tag-team brothers, and a dominatrix with low self-esteem. Given its all-star cast and lofty pedigree, the film should be the greatest porno of all time."
31113, Volunteer (2011) , documentary , A filmmaker and travel enthusiast embarks on a global volunteering adventure that takes her from the coral reefs of Fiji to a wildlife sanctuary in Uganda. Follow her journey and see how - for the price of a plane ticket - you can help affect global change.
27223, The Raking (2017) , horror ," As part of a Cultural Anthropology Project, several college students embark on a weekend camping trip to research an urban-legend, The Rake. The Rake is a terrifying monster, in humanoid form with long claws. The creature feeds only on the Equinox, which also happens to be the same time the college students take their camping trip. As the college students explore deeper and deeper into the desert to chase down the myth, and disprove of it's existence, they find themselves no longer the hunters of mystery, but the prey of The Rake itself. Now they find themselves fighting for their very lives."
45794, Qu'Allah bénisse la France! (2014/I) , drama ," The true story of a French teenager rising out of the underprivileged suburbs through love, education and rap music. Regis is a culturally gifted boy who dreams of success for his rap band, but he must accept drug money for the sake of his project. Discovering Islam and love, he bears with the harsh loss and paybacks of delinquency, until he finds the strength to express himself through music and slam-poetry and ultimately becomes a major artist of the French music scene."
32820, Cheers of JOY - The Road to the Special Olympics World Games (2016) , documentary ," ""Cheers of JOY - The Road to The Special Olympics World Games"" is the inspiring story profiling the Special Olympics cheerleading team from Montgomery County, Maryland, in their search for dignity, inclusion and respect. Experience the dedication and commitment of its head coach, a former NFL cheerleader, and the impact she has on the lives of these athletes. The excitement builds as we follow this passionate coach and her team from their quest to achieve a third consecutive State gold medal, to making history by becoming the first Special Olympics cheerleaders to appear on the world stage."
34574, Kids' Business (2009) , documentary ," Kids' Business is an inspiring portrayal of young people learning to grapple with their lives head on. It intimately observes a class of 12 year old school children as they openly explore the issues of bullying, domestic violence and relationships with their parents. The wisdom and honesty of the children make this a profoundly moving film."
44268, Una chica casi formal (1963) , comedy ," Lili is the secretary of the director of a major factory in Düsseldorf, with whom she must do a business trip to Madrid. Lili comes to Spain with several ideas and topics about the activities that a good tourist should develop. But by chance she meets Carlos, single, well-off status and great connoisseur of the ""good life"" of Madrid, and she falls in love. She also meets several typical characters: the waiter of the bar where she eats breakfast, the shoeshine boy, a taxi driver and a street photographer, with whom she begins to really know Madrid and its inhabitants."
53319, Grand Prix Racer (2013) , documentary ," Grand Prix Racer is a warm and personal tribute to the ordinary men and women who compete on the extraordinary Isle of Man TT mountain circuit. Held annually over two weeks in late August, the Manx Grand Prix is motorcycle racing in its purest form; an event which allows racers of all ages and aspirations to face their ultimate challenge. Just taking part is a personal victory - compete here and you are a Grand Prix Racer, and that can never be taken away. Grand Prix Racer lets the racers, whether they be newcomers, professionals, veterans or amateurs, explain why they flock from all over the world to the legendary 37.7-mile public road circuit. This is not a 2012 race review, it is an insight into what motivates riders to risk everything in pursuit of the glory of becoming a Grand Prix Racer. From the arrival of the racers to the final chequered flag of the fortnight, we hear from organisers, officials, marshals, experts, fans and, essentially, the racers to discover what the MGP is all about. Mountain course specialists like Michael Rutter, Mick Grant, Phillip McCallen, Ryan Farquhar, Michael Dunlop, Chris Palmer and Maria Costello MBE offer their insight, while we share the high and lows of the 'Manx' with a colourful cast of newcomers, from the disaster of failing to qualify to the triumph of completing a race, or even winning. There's also a taste of the racing action from the modern and classic classes, with plenty of jaw-dropping on-board footage courtesy of the Grand Prix Racers. Featuring music by Coldplay, Mumford & Sons, Alt-J, Patrick Watson, Ben Howard, Frank Turner, The Dandy Warhols, Newton Faulkner, Imogen Heap and more. From the arrival of the racers to the final chequered flag of the fortnight, we hear from organisers, officials, marshals, experts, fans and, essentially, the racers to discover what the MGP is all about. Mountain course specialists like Michael Rutter, Mick Grant, Phillip McCallen, Ryan Farquhar, Michael Dunlop, Chris Palmer and Maria Costello MBE offer their insight, while we share the high and lows of the 'Manx' with a colourful cast of newcomers, from the disaster of failing to qualify to the triumph of completing a race, or even winning. There's also a taste of the racing action from the modern and classic classes, with plenty of jaw-dropping on-board footage courtesy of the Grand Prix Racers. Featuring music by Coldplay, Mumford & Sons, Alt-J, Patrick Watson, Ben Howard, Frank Turner, The Dandy Warhols, Newton Faulkner, Imogen Heap and more. 'I just thought I would take the time to say what a totally brilliant DVD ""Grand Prix Racers"" is. I must have over 100 Duke videos/cds dating back to mid '80s right up until the latest road race ones. As an MGP competitor in 05 (silver rep) I had slightly a different view point from perhaps someone who hasn't competed... I have to say it was fantastic, so well informed, factual and really captures the races in all the aspects. We still race the short circuits but I suppose it's true, you can never really explain until you have done it. For me it was the best bike experience of my life and I doubt if anything will ever come close. 'I truly feel you have captured the ""spirit of the Manx"". Thanks for producing a great film.' - Simon Marks, Glastonbury Grand Prix Racer is a warm and personal tribute to the ordinary men and women who compete on the extraordinary Isle of Man TT mountain circuit. Held annually over two weeks in late August, the Manx Grand Prix is motorcycle racing in its purest form; an event which allows racers of all ages and aspirations to face their ultimate challenge. Just taking part is a personal victory - compete here and you are a Grand Prix Racer, and that can never be taken away. Grand Prix Racer lets the racers, whether they be newcomers, professionals, veterans or amateurs, explain why they flock from all over the world to the legendary 37.7-mile public road circuit. This is not a 2012 race review, it is an insight into what motivates riders to risk everything in pursuit of the glory of becoming a Grand Prix Racer."
44194, Hello America (2000) , comedy ," After being suspended from the People's Council, Bakhit and Adeela travel to New York at the request of Bakhit's cousin Nawfal who is a wealthy man living with his wife and two kids. Bakhit and Adeela notice the cultural differences as they try to earn a decent living in America and get married after years of waiting."
23576, Miramar (1997) , drama ," Story with some autobiographical touches taken from director's life. Miramar is a teenager raised by his parents to be an artist. But a tragedy occurs in his life: both his parents commit suicide. He then discovers the movies, and dreams of being a director."
14771, Tough Guys (2017/I) , documentary ," A feature length documentary that delves into the hearts and minds of legitimate Tough Guys. Focusing on individuals at the top of their fields, from a retired Master Sniper... to a 75-year-old 10th Degree Karate Master, the film examines what ultimately constitutes their humanity."
7176, The Happy Time (1952) , comedy ," Spring inspires lessons in love and life for a French family in 1920s Ottawa, especially for teenage Robert, who's blind to the attentions of an American neighbor girl, because he's infatuated with the beautiful new maid, fleeing life as a magician's assistant. Robert's mother bemoans some of the Bonnard family male role models available to Robert: his party animal grandfather, roguish traveling salesman uncle Desmond, and an uncle who carries a water cooler filled with wine everywhere while his wife does all the work. As Desmond's temporarily off the road, he also targets the maid."
32421, 99euro-films (2001) , drama ," Anyone can hold a mini-DV camera. Anyone can get 99 euros in credit. And everyone has already written a five-minute story in school. So everyone is actually prepared to make a 99euro-film. but ""99euro-films"" is more. It is the proof that German films can also be wild, new, modern, funny, political and entertaining. And all that in 80 minutes. 12 young German filmmakers come together, inspire exciting young actors and go: have an idea and simply film it. Just do it and be independent."
4028, Divide (????) , action ," A grifter tries to quit crime when he finds out his wife is pregnant. His criminal record prevents him from getting a regular job. Two federal agents recruit him to participate in an unofficial scheme to catch the leader of an organization which is a huge buyer/distributor of drugs in the U.S. The grifter soon finds himself stuck in the middle of a struggle between cops, criminals and the cartel."
4199, The Pool (2007/I) , drama ," Coming of age. Venkatesh is 18, illiterate; he cleans hotel rooms in Panjim, Goa, and sells plastic bags on the street with his 10-year-old partner, Jhangir, an enterprising orphan. He's fascinated by the swimming pool on a vacant estate, and when the owner shows up from Bombay with his teen daughter, Venkatesh watches them from a tree and follows the girl when she's out. He and Jhangir start a friendship with her. The father and daughter are at odds, hardly speaking; tragedy is in their past. Venkatesh helps the father in the garden; short, odd conversations evolve into a gruff offering of a job and schooling in Bombay. What will Venkatesh do with this opportunity? Living with his widowed mother and two sisters, Ganga and Parvati, in a village in Maharashtra, Venkatesh re-locates to Panjim, Goa, finds employment as a Room Boy, and with the assistance of Jhangir, sells plastic bags. While perched on a tree, he witnesses a bungalow with a dream-like yard and a swimming pool. Unable to get this scenario out of his mind, he finds out that the owners reside in Bombay. When they return, he introduces himself to the owner, Nana, as well as his daughter, Ayesha, and finds out that the duo do not get along. He is then hired as a Gardner, and befriends lonely Ayesha. He, Ayesha and Jhangir soon start hanging out but things change abruptly when Ayesha is told that she and her dad are being stalked by Venkatesh."
51111," ""Little Shrink"" (2012) ", comedy ," Jasmine Fischer is a child psychologist - clever and witty. Although she's a teenager, she developed an ability to quickly diagnose people and situations and manipulate them both. However wise beyond her years, she must also deal with normal teenage angst such as bullies, rivals, teenage crush, etc..."
26716, Machete Joe (2010) , horror ," A group of out-of-work actors decide to take their careers into their own hands by shooting a low-budget horror film, about an urban myth. With only 15 days to shoot their unfinished script, at a remote castle in the desert, getting through the first night becomes a nightmare. As their egos begin to surface so do the dead bodies."
23233, Finding Finntown (????) , documentary ," Finding Finntown is a feature documentary film on the history of Finns in New York, and a contemplation on immigration, identity and legacy. Meeting Finns of different generations and histories, the filmmaker journeys the city looking for clues on what it means to leave a home to build a new one, and on the relationship between longing and belonging. The groundbreaking idea of non-profit cooperative housing was introduced to the United States in the early 20th century when a group of 16 Finnish immigrant families founded the Finnish Home Building Association in New York. Their community near Sunset Park, was, at its peak, home to 25 separate cooperative housing complexes, a cooperative restaurant, bakery, pool room, meat market, grocery store, and parking garage. Through fragmented voices and stories, the film reveals a neighborhood that no longer exists, shedding light on the unique and universal themes of national identity, family, and home."
44578," ""Masterpiece Playhouse"" (1950) ", drama ," A retired professor has returned to his estate to live with his beautiful young wife, Yelena. The estate originally belonged to his first wife, now deceased; her mother and brother still live there and manage the farm. For many years the brother (Uncle Vanya) has sent the farm's proceeds to the professor, while receiving only a small salary himself. Sonya, the professor's daughter, who is about the same age as his new wife, also lives on the estate. The professor is pompous, vain, and irritable. He calls the doctor (Astrov) to treat his gout, only to send him away without seeing him. Astrov is an experienced physician who performs his job conscientiously, but has lost all idealism and spends much of his time drinking. The presence of Yelena introduces a bit of sexual tension into the household. Astrov and Uncle Vanya both fall in love with Yelena; she spurns them both. Meanwhile, Sonya is in love with Astrov, who fails even to notice her. Finally, when the professor announces he wants to sell the estate, Vanya, whose admiration for the man died with his sister, tries to kill him."
48107, All In (1936) , comedy ," Archie, a young man, inherits a stable for racing horses, and his aunt tries to talk him into converting it into a home for working girls on holiday. However, Archie is an inveterate gambler, and before he knows it he gets mixed up with two con artists and a wrestling arena that's just gone bankrupt."
1694, To nadezhda to revnost slepaya (1919) , drama ," Olga Bazanova, a remarkably beautiful Georgian is betrothed to Boris Louikomsky who loves her dearly. An archaeologist, he needs to travel to Egypt and has to postpone their wedding ceremony. He asks his best friend Wladimir Granowsky to watch over her. The latter tries to seduce Olga nonetheless. A love letter for Wladimir but that Olga thinks is addressed to her fiancé throws her in the arms of Wladimir. When Boris returns, she admits she cheated but will not reveal the name of her lover. Boris forgives and marries her. A few months later, Olga has a child. Confused about who the father is, Boris kills the Count Wodarsky in a duel. Wladimir feeling guilty, writes a letter to Boris and commits suicide. Crazy with grief, Boris kills Olga and himself."
50644, Pray 2.5 (2009) , thriller ," Pray 2.5 - Director's Cut offers fans a thrilling, fresh look at the Pray Franchise! For the first time ever, see the Original ""Pray"" and ""Pray 2: The Woods"" combined and re-edited into a single, seamless feature with all new Twists & Turns! Plus get an exclusive Sneak Peek of the first minutes of Pray 3! This deluxe edition is packed with all new Bonus Features and Surprises including an all-new Alternate Ending to the original Pray movie, new scenes, new music, and hilarious new Outtakes & Bloopers! And, for the very first time, hear the original Campfire story that started it all as told by the Director himself!"
27388," ""Yizo yizo"" (2004) ", drama ," Yizo Yizo began as a controversial and popular TV drama about a Johannesburg, all-black high school. As addictive as a soap opera but as topical as a news magazine, the series portrays a young rape victim haunted by nightmares; the perpetrators adjusting to prison life while awaiting their trial; the politics of school budgetary and staffing cuts; an opportunistic teacher-student affair; and a teacher who cannot overcome cultural differences between herself and her students."
39749," Guardia, guardia scelta, brigadiere e maresciallo (1956) ", comedy ," This is the (funny) story of four agents of Roma traffic police in the '50s. Their life are crossed in affairs that often retire from mere job relationships. 'Guardia scelta' (special agent) Giuseppe tries to be a composer, he wants to write the anthem for the roman traffic police. 'Guardia'(agent) Alberto Randolfi has a too strong inclination to fine everyone and is dreaming about learning French. 'Brigadiere' (sergeant) Pietro Spaziali is busy looking at his little son Tonino and daughter Maria who is going to marry a boxer. The 'Maresciallo' (Marshal) tries to manage and solve all the troubles they often do."
29741, O Vestido (2003) , drama ," Ulisses has failed in his professional life, but leads a happy life with his wife Ângela and their two daughters. Until the day he is introduced to Bárbara, a very beautiful woman living in Rio de Janeiro. Ângela becomes her friend and gives her the dress Ulisses had given her. From then on, marital problems arise, and he becomes increasingly attracted to Bárbara. In a long flashback, mother and two daughters remember how and when husband abandoned family, searching for adventure and a passsion for another woman,in the province of Minas Gerais in Brazil. Story mixes what seems a spell put on a dress given away, a false identity and a land conflict. Three years after their father left the family, two girls find an old dress (""o vestido"" - the title; the dress in Portuguese); one they've seen their mother crying over. They ask for a final explanation about this dress from their mother. Thus the mother begins a series of revelations about the dress, and by extension - past family history, and the lives of all involved in this three year old story, which is not over yet."
43868, Oliver Twist (1948) , drama , Based on the Charles Dickens novel Oliver Twist is about an orphan boy who runs away from a workhouse and meets a pickpocket on the streets of London. Oliver is taken in by the pickpocket and he joins a household of young boys who are trained to steal for their master. This version of Oliver Twist is topped by Alec Guinness's masterly performance of arch-thug Fagin.
27395, The Walkaround (2012) , comedy ," A hilarious mockumentary about auto shows in the vein of Spinal Tap, Waiting For Guffman and Best In Show. Shot at actual auto shows by real product specialists, this indie favorite has a verisimilitude unlike any comedy of its kind. Filled with hysterical supporting characters, it centers around Johnathon Johnson, a veteran auto show narrator who takes his job far too seriously and is determined to make it a launching pad for his acting ""career."" After taking Jason, a seemingly innocent and naive newcomer, under his wing, a friendship develops that leads to obsession as Jason starts acquiring all Johnathon ever desired, leaving Johnathon grasping for one final shot at glory at the New York International Auto Show."
29611, Taki no shiraito (1933) , drama ," Taki no Shiraito is a very independent young woman with a famous water juggling act in a travelling carnival troupe. She falls in love with an orphaned carriage driver Kinya Murakoshi, and pledges to put him through law school in Tokyo. She always encloses money in her letters to him, until one hard winter there is no work to be found."
